"ngay,""cong_dong"",""tong_cong"",""blockade"",""community"",""imported"",""new_deaths"",""new_recovered"",""new_cases"",""total_cases"",""total_deaths"",""total_recovered_12"",""quy_vc_ti_vnd"",""so_tien_quy_theo_ngay"",""bac"",""TRUNG"",""NAM"",""tong_bac"",""tong_trung"",""tong_nam"",""new_active"",""total_active"",""total_cases_2020"",""total_deaths_2020"",""total_recovered_2020_25"",""deaths_per_cases"",""deaths_1m_pop"",""cases_1m_pop"",""ma7_local_cases"",""ma7_recovered"",""ma7_deaths"",""city_by_day"",""mt7_local_cases"",""mt7_recovered"",""mt7_deaths"",""diff_mt7_local_cases (35)"",""diff_mt7_recovered"",""diff_mt7_deaths"",""per_mt7_local_cases"",""per_mt7_recovered"",""per_mt7_deaths"",""vaccine_doses_41"",""vaccine_dose_per_pop"",""total_cities"","""",""day_full"",""trung_binh_nhiem / 1_trieu_nguoi"",""trung_binh_tu_vong/1_trieu_nguoi"",""dan_so_vietnam"",""new_cases_am"",""new_cases_pm"",""ICU_52"",""ECMO"",""new_people_vaccined_53"",""percent_people_fully_vaccined_54"",""percent_people_only_partly_vaccined_55"",""percent_people_vaccined_56"",""ben_nhan_nang_dang_dieu_tri"",""tho_oxy_qua_mat_na"",""tho_oxy_dong_cao_HFNC"",""tho_may_ko_xam_lan"",""tho_may_xam_lan"",""Check"""
"7/5,""41"",""161"","""","""",""6"",""0"",""0"",""47"",""285"",""0"",""44"","""","""",""33"",""8"",""0"",""144"",""15"",""2"",""47"",""539"",""3134"",""35"",""2560"",""1,12%"",""0,4"",""32"",""21"",""6"",""0"",""11"",""209"",""44"",""0"","""","""","""","""","""","""",""519262"",""0,54%"",""19"","""",""2021/5/7"","""","""","""","""","""","""","""","""",""0,0%"",""0,5%"",""0,5%"","""","""","""","""","""","""""
"8/5,""80"",""241"","""","""",""13"",""0"",""42"",""93"",""378"",""0"",""86"","""","""",""70"",""10"",""0"",""214"",""25"",""2"",""51"",""590"",""3227"",""35"",""2602"",""1,08%"",""0,4"",""33"",""32"",""8"",""0"",""13"",""288"",""54"",""0"","""","""","""","""","""","""",""519262"",""0,54%"",""23"","""",""2021/5/8"","""","""","""","""","""","""","""","""",""0,0%"",""0,5%"",""0,5%"","""","""","""","""","""","""""
"9/5,""92"",""333"","""","""",""10"",""0"",""0"",""102"",""480"",""0"",""86"","""","""",""70"",""22"",""0"",""284"",""47"",""2"",""102"",""692"",""3329"",""35"",""2602"",""1,05%"",""0,4"",""35"",""44"",""8"",""0"",""12"",""370"",""53"",""0"","""","""","""","""","""","""",""519262"",""0,54%"",""26"","""",""2021/5/9"","""","""","""","""","""","""","""","""",""0,0%"",""0,5%"",""0,5%"","""","""","""","""","""","""""
"10/5,""125"",""458"",""124"",""1"",""4"",""0"",""0"",""129"",""609"",""0"",""86"","""","""",""105"",""20"",""0"",""389"",""67"",""2"",""129"",""821"",""3458"",""35"",""2602"",""1,01%"",""0,4"",""36"",""60"",""6"",""0"",""11"",""480"",""42"",""0"",""351"",""-2"",""0"",""272%"",""-5%"","""",""892454"",""0,92%"",""26"","""",""2021/5/10"","""","""","""","""","""","""","""","""",""0,0%"",""0,9%"",""0,9%"","""","""","""","""","""","""""
"11/5,""71"",""529"",""70"",""1"",""5"",""0"",""16"",""76"",""685"",""0"",""102"","""","""",""68"",""3"",""0"",""457"",""70"",""2"",""60"",""881"",""3534"",""35"",""2618"",""0,99%"",""0,4"",""37"",""70"",""8"",""0"",""9"",""541"",""58"",""0"",""402"",""14"",""0"",""289%"",""32%"","""",""892454"",""0,92%"",""26"","""",""2021/5/11"","""","""","""","""","""","""","""","""",""0,0%"",""0,9%"",""0,9%"","""","""","""","""","""","""""
"12/5,""82"",""611"",""82"",""0"",""4"",""0"",""18"",""86"",""771"",""0"",""120"","""","""",""55"",""27"",""0"",""512"",""97"",""2"",""68"",""949"",""3620"",""35"",""2636"",""0,97%"",""0,4"",""38"",""79"",""11"",""0"",""11"",""601"",""76"",""0"",""444"",""32"",""0"",""283%"",""73%"","""",""942030"",""0,98%"",""26"","""",""2021/5/12"","""","""","""","""","""","""","""","""",""0,0%"",""1,0%"",""1,0%"","""","""","""","""","""","""""
"13/5,""73"",""684"",""72"",""1"",""14"",""0"",""21"",""87"",""858"",""0"",""141"","""","""",""40"",""33"",""0"",""552"",""130"",""2"",""66"",""1015"",""3707"",""35"",""2657"",""0,94%"",""0,4"",""38"",""81"",""14"",""0"",""10"",""620"",""97"",""0"",""440"",""53"",""0"",""244%"",""120%"","""",""959182"",""0,99%"",""26"","""",""2021/5/13"","""","""","""","""","""","""","""","""",""0,0%"",""1,0%"",""1,0%"","""","""","""","""","""","""""
"14/5,""104"",""788"",""104"",""0"",""2"",""0"",""0"",""106"",""964"",""0"",""141"","""","""",""100"",""4"",""0"",""652"",""134"",""2"",""106"",""1121"",""3813"",""35"",""2657"",""0,92%"",""0,4"",""40"",""90"",""14"",""0"",""9"",""679"",""97"",""0"",""470"",""53"",""0"",""225%"",""120%"","""",""969697"",""1,01%"",""26"","""",""2021/5/14"","""","""","""","""","""","""","""","""",""0,0%"",""1,0%"",""1,0%"","""","""","""","""","""","""""
"15/5,""165"",""953"",""165"",""0"",""4"",""1"",""11"",""169"",""1133"",""1"",""152"","""","""",""154"",""11"",""0"",""806"",""145"",""2"",""157"",""1278"",""3982"",""36"",""2668"",""0,90%"",""0,4"",""41"",""102"",""9"",""0"",""11"",""755"",""66"",""1"",""467"",""12"",""1"",""162%"",""22%"","""",""977032"",""1,01%"",""26"","""",""2021/5/15"","""","""","""","""","""","""","""","""",""0,0%"",""1,0%"",""1,0%"","""","""","""","""","""","""""
"16/5,""187"",""1140"",""185"",""2"",""3"",""0"",""0"",""190"",""1323"",""1"",""152"","""","""",""163"",""24"",""0"",""969"",""169"",""2"",""190"",""1468"",""4172"",""36"",""2668"",""0,86%"",""0,4"",""43"",""115"",""9"",""0"",""9"",""843"",""66"",""1"",""473"",""13"",""1"",""128%"",""25%"","""",""979238"",""1,01%"",""26"","""",""2021/5/16"","""","""","""","""","""","""","""","""",""0,0%"",""1,0%"",""1,0%"","""","""","""","""","""","""""
"17/5,""181"",""1321"",""181"",""0"",""3"",""1"",""0"",""184"",""1507"",""2"",""152"","""","""",""167"",""14"",""0"",""1136"",""183"",""2"",""183"",""1651"",""4356"",""37"",""2668"",""0,85%"",""0,4"",""45"",""123"",""9"",""0"",""11"",""898"",""66"",""2"",""418"",""24"",""2"",""87%"",""57%"","""",""979238"",""1,01%"",""27"","""",""2021/5/17"","""","""","""","""","""","""","""","""",""0,0%"",""1,0%"",""1,0%"","""","""","""","""","""","""""
"18/5,""152"",""1473"",""151"",""1"",""1"",""0"",""19"",""153"",""1660"",""2"",""171"","""","""",""143"",""9"",""0"",""1279"",""192"",""2"",""134"",""1785"",""4509"",""37"",""2687"",""0,82%"",""0,4"",""47"",""135"",""10"",""0"",""11"",""975"",""69"",""2"",""434"",""11"",""2"",""80%"",""19%"","""",""1011395"",""1,05%"",""28"","""",""2021/5/18"","""","""","""","""","""","""","""","""",""0,0%"",""1,0%"",""1,0%"","""","""","""","""","""","""""
"19/5,""175"",""1648"",""172"",""3"",""3"",""0"",""0"",""178"",""1838"",""2"",""171"","""","""",""164"",""9"",""2"",""1443"",""201"",""4"",""178"",""1963"",""4687"",""37"",""2687"",""0,79%"",""0,4"",""49"",""148"",""7"",""0"",""10"",""1067"",""51"",""2"",""466"",""-25"",""2"",""78%"",""-33%"","""",""1011395"",""1,05%"",""28"","""",""2021/5/19"","""","""","""","""","""","""","""","""",""0,0%"",""1,0%"",""1,0%"","""","""","""","""","""","""""
"20/5,""114"",""1762"",""109"",""5"",""5"",""2"",""0"",""119"",""1957"",""4"",""171"","""","""",""105"",""6"",""3"",""1548"",""207"",""7"",""117"",""2080"",""4806"",""39"",""2687"",""0,81%"",""0,4"",""50"",""154"",""4"",""1"",""12"",""1099"",""30"",""4"",""479"",""-67"",""4"",""77%"",""-69%"","""",""1011395"",""1,05%"",""30"","""",""2021/5/20"","""","""","""","""","""","""","""","""",""0,0%"",""1,0%"",""1,0%"","""","""","""","""","""","""""
"21/5,""131"",""1893"",""130"",""1"",""1"",""2"",""2"",""132"",""2089"",""6"",""173"","""","""",""122"",""9"",""0"",""1670"",""216"",""7"",""128"",""2208"",""4938"",""41"",""2689"",""0,83%"",""0,4"",""51"",""158"",""5"",""1"",""8"",""1125"",""32"",""6"",""446"",""-65"",""6"",""66%"",""-67%"","""",""1011395"",""1,05%"",""30"","""",""2021/5/21"","""","""","""","""","""","""","""","""",""0,0%"",""1,0%"",""1,0%"","""","""","""","""","""","""""
"22/5,""143"",""2036"",""142"",""1"",""2"",""0"",""32"",""145"",""2234"",""6"",""205"","""","""",""137"",""6"",""0"",""1807"",""222"",""7"",""113"",""2321"",""5083"",""41"",""2721"",""0,81%"",""0,4"",""53"",""155"",""8"",""1"",""11"",""1101"",""53"",""5"",""346"",""-13"",""4"",""46%"",""-20%"",""400%"",""1027659"",""1,07%"",""30"","""",""2021/5/22"","""","""","""","""","""","""","""","""",""0,0%"",""1,0%"",""1,0%"","""","""","""","""","""","""""
"23/5,""129"",""2165"",""127"",""2"",""2"",""1"",""0"",""131"",""2365"",""7"",""205"","""","""",""128"",""1"",""0"",""1935"",""223"",""7"",""130"",""2451"",""5214"",""42"",""2721"",""0,81%"",""0,4"",""54"",""146"",""8"",""1"",""6"",""1042"",""53"",""6"",""199"",""-13"",""5"",""24%"",""-20%"",""500%"",""1027659"",""1,07%"",""30"","""",""2021/5/23"","""","""","""","""","""","""","""","""",""0,0%"",""1,0%"",""1,0%"","""","""","""","""","""","""""
"24/5,""184"",""2349"",""183"",""1"",""3"",""2"",""73"",""187"",""2552"",""9"",""278"","""","""",""180"",""3"",""1"",""2115"",""226"",""8"",""112"",""2563"",""5401"",""44"",""2794"",""0,81%"",""0,5"",""56"",""147"",""18"",""1"",""8"",""1045"",""126"",""7"",""147"",""60"",""5"",""16%"",""91%"",""250%"",""1027659"",""1,07%"",""30"","""",""2021/5/24"","""","""","""","""","""","""","""","""",""0,0%"",""1,0%"",""1,0%"","""","""","""","""","""","""""
"25/5,""444"",""2793"",""444"",""0"",""3"",""0"",""0"",""447"",""2999"",""9"",""278"","""","""",""440"",""3"",""1"",""2555"",""229"",""9"",""447"",""3010"",""5848"",""44"",""2794"",""0,75%"",""0,5"",""61"",""189"",""15"",""1"",""9"",""1339"",""107"",""7"",""364"",""38"",""5"",""37%"",""55%"",""250%"",""1027659"",""1,07%"",""30"","""",""2021/5/25"","""","""","""","""","""","""","""","""",""0,0%"",""1,0%"",""1,0%"","""","""","""","""","""","""""
"26/5,""235"",""3028"",""235"",""0"",""0"",""1"",""59"",""235"",""3234"",""10"",""337"","""","""",""233"",""2"",""0"",""2788"",""231"",""9"",""175"",""3185"",""6083"",""45"",""2853"",""0,74%"",""0,5"",""63"",""197"",""24"",""1"",""7"",""1396"",""166"",""8"",""329"",""115"",""6"",""31%"",""225%"",""300%"",""1034867"",""1,07%"",""30"","""",""2021/5/26"","""","""","""","""","""","""","""","""",""0,0%"",""1,0%"",""1,0%"","""","""","""","""","""","""""
"27/5,""227"",""3255"",""227"",""0"",""3"",""1"",""0"",""230"",""3464"",""11"",""337"","""","""",""189"",""2"",""36"",""2977"",""233"",""45"",""229"",""3414"",""6313"",""46"",""2853"",""0,73%"",""0,5"",""65"",""213"",""24"",""1"",""8"",""1507"",""166"",""7"",""408"",""136"",""3"",""37%"",""453%"",""75%"",""1034867"",""1,07%"",""30"","""",""2021/5/27"","""","""","""","""","""","""","""",""4129"",""0,0%"",""1,0%"",""1,0%"","""","""","""","""","""","""""
"28/5,""253"",""3508"",""248"",""5"",""1"",""1"",""43"",""254"",""3718"",""12"",""380"","""","""",""227"",""0"",""26"",""3204"",""233"",""71"",""210"",""3624"",""6567"",""47"",""2896"",""0,72%"",""0,5"",""68"",""231"",""30"",""1"",""10"",""1629"",""207"",""6"",""504"",""175"",""0"",""45%"",""547%"",""0%"",""1034867"",""1,07%"",""31"","""",""2021/5/28"","""","""","""","""","""","""","""","""",""0,0%"",""1,0%"",""1,0%"","""","""","""","""","""","""""
"29/5,""277"",""3785"",""274"",""3"",""9"",""0"",""0"",""286"",""4004"",""12"",""380"","""","""",""243"",""2"",""32"",""3447"",""235"",""103"",""286"",""3910"",""6853"",""47"",""2896"",""0,69%"",""0,5"",""71"",""250"",""25"",""1"",""12"",""1770"",""175"",""6"",""669"",""122"",""1"",""61%"",""230%"",""20%"",""1034867"",""1,07%"",""34"","""",""2021/5/29"","""","""","""","""","""","""","""",""91228"",""0,0%"",""1,0%"",""1,0%"","""","""","""","""","""","""""
"30/5,""250"",""4035"",""250"",""0"",""1"",""0"",""54"",""251"",""4255"",""12"",""434"","""","""",""189"",""1"",""60"",""3636"",""236"",""163"",""197"",""4107"",""7104"",""47"",""2950"",""0,66%"",""0,5"",""74"",""267"",""33"",""1"",""8"",""1890"",""229"",""5"",""848"",""176"",""-1"",""81%"",""332%"",""-17%"",""1034867"",""1,07%"",""34"","""",""2021/5/30"","""","""","""","""","""","""","""",""3791"",""0,0%"",""1,0%"",""1,0%"","""","""","""","""","""","""""
"31/5,""211"",""4246"",""211"",""0"",""3"",""0"",""80"",""214"",""4469"",""12"",""514"","""","""",""203"",""2"",""6"",""3839"",""238"",""169"",""134"",""4241"",""7318"",""47"",""3030"",""0,64%"",""0,5"",""76"",""271"",""34"",""0"",""9"",""1917"",""236"",""3"",""872"",""110"",""-4"",""83%"",""87%"",""-57%"",""1102099"",""1,14%"",""36"","""",""2021/5/31"","""","""","""","""","""","""","""",""16317"",""0,0%"",""1,1%"",""1,1%"","""","""","""","""","""","""""
"1/6,""250"",""4496"",""248"",""2"",""1"",""1"",""13"",""251"",""4720"",""13"",""527"","""","""",""175"",""0"",""75"",""4014"",""238"",""244"",""237"",""4478"",""7569"",""48"",""3043"",""0,63%"",""0,5"",""78"",""243"",""36"",""1"",""10"",""1721"",""249"",""4"",""382"",""142"",""-3"",""29%"",""133%"",""-43%"",""1102099"",""1,14%"",""37"","""",""2021/6/1"","""","""","""","""","""","""","""",""29773"",""0,0%"",""1,1%"",""1,1%"","""","""","""","""","""","""""
"2/6,""229"",""4725"",""225"",""4"",""12"",""1"",""42"",""241"",""4961"",""14"",""569"","""","""",""197"",""1"",""31"",""4211"",""239"",""275"",""198"",""4676"",""7810"",""49"",""3085"",""0,63%"",""0,5"",""81"",""242"",""33"",""1"",""6"",""1727"",""232"",""4"",""331"",""66"",""-4"",""24%"",""40%"",""-50%"",""1110111"",""1,15%"",""37"","""",""2021/6/2"","""","""","""","""","""","""","""",""11733"",""0,0%"",""1,1%"",""1,1%"","""","""","""","""","""","""""
"3/6,""231"",""4956"",""228"",""3"",""19"",""0"",""0"",""250"",""5211"",""14"",""569"","""","""",""199"",""0"",""32"",""4410"",""239"",""307"",""250"",""4926"",""8060"",""49"",""3085"",""0,61%"",""0,5"",""84"",""243"",""33"",""0"",""7"",""1747"",""232"",""3"",""240"",""66"",""-4"",""16%"",""40%"",""-57%"",""1156056"",""1,20%"",""37"","""",""2021/6/3"","""","""","""","""","""","""","""",""45571"",""0,0%"",""1,1%"",""1,2%"","""","""","""","""","""","""""
"4/6,""219"",""5175"",""212"",""7"",""5"",""2"",""157"",""224"",""5435"",""16"",""726"","""","""",""193"",""0"",""26"",""4603"",""239"",""333"",""65"",""4991"",""8284"",""51"",""3242"",""0,62%"",""0,5"",""86"",""238"",""49"",""1"",""5"",""1717"",""346"",""4"",""88"",""139"",""-2"",""5%"",""67%"",""-33%"",""1217607"",""1,26%"",""37"","""",""2021/6/4"","""","""","""","""","""","""","""",""60701"",""0,0%"",""1,2%"",""1,2%"","""","""","""","""","""","""""
"5/6,""246"",""5421"",""245"",""1"",""8"",""2"",""68"",""254"",""5689"",""18"",""794"","""","""",""210"",""2"",""34"",""4813"",""241"",""367"",""184"",""5175"",""8538"",""53"",""3310"",""0,62%"",""0,5"",""88"",""234"",""59"",""1"",""10"",""1685"",""414"",""6"",""-85"",""239"",""0"",""-5%"",""137%"",""0%"",""1243304"",""1,29%"",""39"","""",""2021/6/5"","""","""","""","""","""","""","""",""24466"",""0,0%"",""1,2%"",""1,3%"","""","""","""","""","""","""""
"6/6,""201"",""5622"",""198"",""3"",""5"",""0"",""58"",""206"",""5895"",""18"",""852"","""","""",""163"",""5"",""33"",""4976"",""246"",""400"",""148"",""5323"",""8744"",""53"",""3368"",""0,61%"",""0,5"",""91"",""227"",""60"",""1"",""6"",""1640"",""418"",""6"",""-250"",""189"",""1"",""-13%"",""83%"",""20%"",""1248559"",""1,29%"",""39"","""",""2021/6/6"","""","""","""","""","""","""","""",""5244"",""0,0%"",""1,2%"",""1,3%"","""","""","""","""","""","""""
"7/6,""211"",""5833"",""200"",""11"",""25"",""0"",""141"",""236"",""6131"",""18"",""993"","""","""",""162"",""2"",""47"",""5138"",""248"",""447"",""95"",""5418"",""8980"",""53"",""3509"",""0,59%"",""0,5"",""93"",""227"",""68"",""1"",""8"",""1662"",""479"",""6"",""-255"",""243"",""3"",""-13%"",""103%"",""100%"",""1340098"",""1,39%"",""39"","""",""2021/6/7"","""","""","""","""","""","""","""",""87016"",""0,0%"",""1,3%"",""1,3%"","""","""","""","""","""","""""
"8/6,""171"",""6004"",""165"",""6"",""4"",""2"",""40"",""175"",""6306"",""20"",""1033"",""4176"","""",""131"",""1"",""39"",""5269"",""249"",""486"",""133"",""5551"",""9155"",""55"",""3549"",""0,60%"",""0,6"",""95"",""215"",""72"",""1"",""6"",""1586"",""506"",""7"",""-135"",""257"",""3"",""-8%"",""103%"",""75%"",""1354856"",""1,40%"",""39"","""",""2021/6/8"","""","""","""","""","""","""","""",""10119"",""0,0%"",""1,3%"",""1,4%"","""","""","""","""","""","""""
"9/6,""381"",""6385"",""370"",""11"",""26"",""0"",""87"",""407"",""6713"",""20"",""1120"",""4215"",""39"",""338"",""3"",""40"",""5607"",""252"",""526"",""320"",""5871"",""9562"",""55"",""3636"",""0,58%"",""0,6"",""99"",""237"",""79"",""1"",""6"",""1752"",""551"",""6"",""25"",""319"",""2"",""1%"",""138%"",""50%"",""1389887"",""1,44%"",""39"","""",""2021/6/9"","""","""","""","""","""","""","""",""29967"",""0,0%"",""1,3%"",""1,4%"","""","""","""","""","""","""""
"10/6,""211"",""6596"",""188"",""23"",""8"",""0"",""72"",""219"",""6932"",""20"",""1192"",""4255"",""40"",""142"",""5"",""64"",""5749"",""257"",""590"",""147"",""6018"",""9781"",""55"",""3708"",""0,56%"",""0,6"",""101"",""234"",""89"",""1"",""9"",""1721"",""623"",""6"",""-26"",""391"",""3"",""-1%"",""169%"",""100%"",""1411548"",""1,46%"",""39"","""",""2021/6/10"","""","""","""","""","""","""","""",""18817"",""0,1%"",""1,4%"",""1,4%"","""","""","""","""","""","""""
"11/6,""185"",""6781"",""168"",""17"",""11"",""2"",""96"",""196"",""7128"",""22"",""1288"",""4443"",""188"",""129"",""8"",""48"",""5878"",""265"",""638"",""98"",""6116"",""9977"",""57"",""3804"",""0,57%"",""0,6"",""103"",""229"",""80"",""1"",""5"",""1693"",""562"",""6"",""-24"",""216"",""2"",""-1%"",""62%"",""50%"",""1445723"",""1,50%"",""39"","""",""2021/6/11"","""","""","""","""","""","""","""",""31071"",""0,1%"",""1,4%"",""1,4%"","""","""","""","""","""","""""
"12/6,""259"",""7040"",""246"",""13"",""2"",""1"",""23"",""261"",""7389"",""23"",""1311"",""4845"",""402"",""160"",""5"",""94"",""6038"",""270"",""732"",""237"",""6353"",""10238"",""58"",""3827"",""0,57%"",""0,6"",""106"",""231"",""74"",""1"",""6"",""1700"",""517"",""5"",""15"",""103"",""-1"",""1%"",""25%"",""-17%"",""1454221"",""1,51%"",""39"","""",""2021/6/12"","""","""","""","""","""","""","""",""7240"",""0,1%"",""1,4%"",""1,5%"","""","""","""","""","""","""""
"13/6,""293"",""7333"",""254"",""39"",""4"",""1"",""171"",""297"",""7686"",""24"",""1482"",""4851"",""6"",""188"",""9"",""96"",""6226"",""279"",""828"",""125"",""6478"",""10535"",""59"",""3998"",""0,56%"",""0,6"",""109"",""244"",""90"",""1"",""8"",""1791"",""630"",""6"",""151"",""212"",""0"",""9%"",""51%"",""0%"",""1498323"",""1,55%"",""39"","""",""2021/6/13"","""","""","""","""","""","""","""",""43222"",""0,1%"",""1,4%"",""1,5%"","""","""","""","""","""","""""
"14/6,""266"",""7599"",""236"",""30"",""6"",""2"",""238"",""272"",""7958"",""26"",""1720"",""5080"",""229"",""143"",""23"",""100"",""6369"",""302"",""928"",""32"",""6510"",""10807"",""59"",""4236"",""0,55%"",""0,6"",""112"",""252"",""104"",""1"",""9"",""1827"",""727"",""8"",""165"",""248"",""2"",""10%"",""52%"",""33%"",""1552651"",""1,61%"",""40"","""",""2021/6/14"","""","""","""","""","""","""","""",""54328"",""0,1%"",""1,5%"",""1,5%"","""","""","""","""","""","""""
"15/6,""398"",""7997"",""204"",""194"",""4"",""0"",""303"",""402"",""8360"",""26"",""2023"",""5126"",""46"",""293"",""3"",""102"",""6662"",""305"",""1030"",""99"",""6609"",""11209"",""61"",""4539"",""0,54%"",""0,6"",""116"",""285"",""141"",""1"",""7"",""2054"",""990"",""6"",""468"",""484"",""-1"",""30%"",""96%"",""-14%"",""1648072"",""1,71%"",""40"","""",""2021/6/15"","""","""","""","""","""","""","""",""95421"",""0,1%"",""1,6%"",""1,6%"","""","""","""","""","""","""""
